read_2,bnf_code,dmd_code,drug_name,insulin,hypo,metformin,aspirin,antiplatelet,anticoagulant,statin
NA,0208010L0AAACAC,NA,Dalteparin Sodium  Injection  10 000 units/1 ml ampoule,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  12 500 units/0.5 ml pre-filled syringe,,,,,,1,
NA,0208010L0AAAAAA,NA,Dalteparin Sodium  Injection  12500 units/ml  0.2 ml (2500 units) syringe,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  15 000 units/0.6 ml pre-filled syringe,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  18 000 units/0.72 ml pre-filled syringe,,,,,,1,
NA,0208010L0AAAAAA,NA,Dalteparin Sodium  Injection  2 500 units/0.2 ml pre-filled syringe,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  25000 units/ml  0.2 ml (5000 units) syringe,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  25000 units/ml  0.4 ml (10000 units) syringe,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  25000 units/ml  0.6 ml (15000 units) syringe,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  25000 units/ml  0.72 ml (18000 units) syringe,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  5 000 units/0.2 ml pre-filled syringe,,,,,,1,
br2o.00,NA,356479009,"Dalteparin Sodium  Injection  5,000 units/0.2 ml pre-filled",,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  7 500 units/0.3 ml pre-filled syringe,,,,,,1,
br2C.,2080100,NA,Dalteparin sodium 10 000units/0.4ml solution for injectio...,,,,,,1,
br2l.,2080100,NA,Dalteparin sodium 10 000units/1ml solution for injection ...,,,,,,1,
br2z.,2080100,NA,Dalteparin sodium 10 000units/1ml solution for injection ...,,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 10,000units/0.4ml solution for injection pre-filled syringes",,,,,,1,
br2z.00,NA,319650005,"Dalteparin sodium 10,000units/1ml solution for injection ...",,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 10,000units/1ml solution for injection ampoules",,,,,,1,
br2z.00,NA,319650005,"Dalteparin sodium 10,000units/1ml solution for injection pre-filled syringes",,,,,,1,
br2m.00,NA,319637009,"Dalteparin sodium 10,000units/4ml solution for injection ...",,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 10,000units/4ml solution for injection ampoules",,,,,,1,
br2D.,2080100,NA,Dalteparin sodium 12 500units/0.5ml solution for injectio...,,,,,,1,
br2D.00,NA,319616001,"Dalteparin sodium 12,500units/0.5ml solution for injectio...",,,,,,1,
br2D.00,NA,319616001,"Dalteparin sodium 12,500units/0.5ml solution for injection pre-filled syringes",,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 12,500units/0.5ml solution for injection pre-filled syringes",,,,,,1,
br2I.,2080100,NA,Dalteparin sodium 15 000units/0.6ml solution for injectio...,,,,,,1,
br2I.00,NA,319621003,"Dalteparin sodium 15,000units/0.6ml solution for injectio...",,,,,,1,
br2I.00,NA,319621003,"Dalteparin sodium 15,000units/0.6ml solution for injection pre-filled syringes",,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 15,000units/0.6ml solution for injection pre-filled syringes",,,,,,1,
br2E.,2080100,NA,Dalteparin sodium 18 000units/0.72ml solution for injecti...,,,,,,1,
br2E.00,NA,319617005,"Dalteparin sodium 18,000units/0.72ml solution for injecti...",,,,,,1,
br2E.00,NA,319617005,"Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes",,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes",,,,,,1,
br2n.,2080100,NA,Dalteparin sodium 2 500units/0.2ml solution for injection...,,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 2,500units/0.2ml solution for injection pre-filled syringes",,,,,,1,
br2o.,2080100,NA,Dalteparin sodium 5 000units/0.2ml solution for injection...,,,,,,1,
br2o.,NA,356479009,"Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes",,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes",,,,,,1,
br2o.00,NA,356479009,"Dalteparin sodium 5,000units/0.2ml solution for injection...",,,,,,1,
br2L.,2080100,NA,Dalteparin sodium 7 500units/0.3ml solution for injection...,,,,,,1,
br2L.00,NA,4.87E+15,"Dalteparin sodium 7,500units/0.3ml solution for injection pre-filled syringes",,,,,,1,
NA,02.08.01.00.00,NA,"Dalteparin sodium 7,500units/0.3ml solution for injection pre-filled syringes",,,,,,1,
br2L.00,NA,4.87E+15,"Dalteparin sodium 7,500units/0.3ml solution for injection...",,,,,,1,
NA,20801,NA,Dalteparin Sodium Syringe 0.3ml INJ 7500UNITS,,,,,,1,
NA,20801,NA,DALTEPARIN SODIUM SYRINGE 0.4ML INJ 10000UNITS,,,,,,1,
NA,20801,NA,Dalteparin Sodium Syringe 0.4ml INJ 10000UNITS,,,,,,1,
NA,20801,NA,DALTEPARIN SODIUM SYRINGE 0.5ML INJ 12500UNITS,,,,,,1,
NA,20801,NA,Dalteparin Sodium Syringe 0.6ml INJ 15000UNITS,,,,,,1,
NA,20801,NA,DALTEPARIN SODIUM SYRINGE 0.72ML INJ 18000UNITS,,,,,,1,
NA,20801,NA,Dalteparin Sodium Syringe 0.72ml INJ 18000UNITS,,,,,,1,
br2z.00,NA,5.48E+16,DALTEPARIN sterile soln 10000 iu/ml,,,,,,1,
br2m.00,NA,319637009,DALTEPARIN sterile soln 2500 iu/ml,,,,,,1,
br2n.,NA,356478001,DALTEPARIN sterile soln 2500iu/0.2ml,,,,,,1,
br2o.,NA,356479009,DALTEPARIN sterile soln 5000iu/0.2ml,,,,,,1,
bs86.00,NA,2.99E+16,Edoxaban 60mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Edoxaban 60mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Eliquis 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),,,,,,1,
NA,0208010D0AAAEAE,NA,Enoxaparin  Injection  100 mg/1 ml pre-filled syringe,,,,,,1,
NA,20801,NA,Enoxaparin  Injection  120 mg/0.8 ml pre-filled syringe,,,,,,1,
NA,20801,NA,Enoxaparin  Injection  150 mg/1 ml pre-filled syringe,,,,,,1,
NA,0208010D0AAAAAA,NA,Enoxaparin  Injection  20 mg/0.2 ml pre-filled syringe,,,,,,1,
NA,0208010D0AAABAB,NA,Enoxaparin  Injection  40 mg/0.4 ml pre-filled syringe,,,,,,1,
NA,0208010D0AAACAC,NA,Enoxaparin  Injection  60 mg/0.6 ml pre-filled syringe,,,,,,1,
NA,0208010D0AAADAD,NA,Enoxaparin  Injection  80 mg/0.8 ml pre-filled syringe,,,,,,1,
NA,50.00.00.00.00,NA,enoxaparin (form not specified),,,,,,1,
br67.00,NA,319673002,ENOXAPARIN inj 100mg/1ml,,,,,,1,
br67.00,NA,1.90E+17,ENOXAPARIN inj 100mg/ml,,,,,,1,
br6y.00,NA,319679003,ENOXAPARIN inj 120mg/0.8ml,,,,,,1,
br6z.00,NA,319680000,ENOXAPARIN inj 150mg/1ml,,,,,,1,
br61.00,NA,319667003,ENOXAPARIN inj 20mg/0.2ml,,,,,,1,
br62.00,NA,319668008,ENOXAPARIN inj 40mg/0.4ml,,,,,,1,
br65.00,NA,319671000,ENOXAPARIN inj 60mg/0.6ml,,,,,,1,
br66.00,NA,319672007,ENOXAPARIN inj 80mg/0.8ml,,,,,,1,
NA,02.08.01.00.00,NA,enoxaparin injection 100mg/ml,,,,,,1,
br67.00,NA,1.90E+17,ENOXAPARIN injection 100mg/ml [0.4ml syringe],,,,,,1,
NA,02.08.01.00.00,NA,enoxaparin injection 150mg/ml,,,,,,1,
NA,NA,2.99E+17,Enoxaparin Injection 40 mg/0.4 ml pre-filled syringe,,,,,,1,
NA,0208010D0AAAAAA,NA,ENOXAPARIN PREFILLED SYRINGE 0.2ML INJ 100MG/ML,,,,,,1,
NA,0208010D0AAABAB,NA,Enoxaparin Prefilled Syringe 0.4ml INJ 100MG/ML,,,,,,1,
NA,0208010D0AAABAB,NA,ENOXAPARIN PREFILLED SYRINGE 0.4ML INJ 100MG/ML,,,,,,1,
br67.00,NA,319673002,Enoxaparin sodium 100mg/1ml solution for injection pre-fi...,,,,,,1,
br67.00,NA,319673002,Enoxaparin sodium 100mg/1ml solution for injection pre-filled syringes,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 100mg/1ml solution for injection pre-filled syringes,,,,,,1,
br6y.,2080100,NA,Enoxaparin sodium 120mg/0.8ml solution for injection pre-...,,,,,,1,
br6y.00,NA,319679003,Enoxaparin sodium 120mg/0.8ml solution for injection pre-...,,,,,,1,
br6y.00,NA,319679003,Enoxaparin sodium 120mg/0.8ml solution for injection pre-filled syringes,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 120mg/0.8ml solution for injection pre-filled syringes,,,,,,1,
br6z.00,NA,319680000,Enoxaparin sodium 150mg/1ml solution for injection pre-fi...,,,,,,1,
br6z.00,NA,319680000,Enoxaparin sodium 150mg/1ml solution for injection pre-filled syringes,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 150mg/1ml solution for injection pre-filled syringes,,,,,,1,
br61.,2080100,NA,Enoxaparin sodium 20mg/0.2ml solution for injection pre-f...,,,,,,1,
br61.00,NA,319667003,Enoxaparin sodium 20mg/0.2ml solution for injection pre-f...,,,,,,1,
br61.00,NA,319667003,Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 300mg/3ml solution for injection vials,,,,,,1,
br62.,2080100,NA,Enoxaparin sodium 40mg/0.4ml solution for injection pre-f...,,,,,,1,
br62.00,NA,319668008,Enoxaparin sodium 40mg/0.4ml solution for injection pre-f...,,,,,,1,
br62.00,NA,319668008,Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes,,,,,,1,
br65.00,NA,319671000,Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes,,,,,,1,
br66.,2080100,NA,Enoxaparin sodium 80mg/0.8ml solution for injection pre-f...,,,,,,1,
br66.00,NA,319672007,Enoxaparin sodium 80mg/0.8ml solution for injection pre-f...,,,,,,1,
NA,02.08.01.00.00,NA,Enoxaparin sodium 80mg/0.8ml solution for injection pre-filled syringes,,,,,,1,
brD3.,2080100,NA,Fondaparinux sodium 7.5mg/0.6ml solution for injection pr...,,,,,,1,
NA,02.08.01.00.00,NA,Fondaparinux sodium 7.5mg/0.6ml solution for injection pre-filled syringes,,,,,,1,
br2K.,2080100,NA,Fragmin 10 000units/1ml solution for injection pre-filled...,,,,,,1,
NA,NA,2.99E+17,"FRAGMIN 10,000iu/0.4mL syringe",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 10,000units/0.4ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2K.00,NA,3.97E+15,"Fragmin 10,000units/1ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 10,000units/1ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2K.00,NA,3.97E+15,"Fragmin 10,000units/1ml solution for injection pre-filled...",,,,,,1,
br2h.00,NA,3.97E+15,"Fragmin 10,000units/4ml solution for injection ampoules (...",,,,,,1,
br2h.00,NA,3.97E+15,"Fragmin 10,000units/4ml solution for injection ampoules (Pfizer Ltd)",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 10,000units/4ml solution for injection ampoules (Pfizer Ltd)",,,,,,1,
br2G.00,NA,3.84E+15,"Fragmin 12,500units/0.5ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 12,500units/0.5ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2J.,2080100,NA,Fragmin 15 000units/0.6ml solution for injection pre-fill...,,,,,,1,
br2J.00,NA,3.97E+15,"Fragmin 15,000units/0.6ml solution for injection pre-fill...",,,,,,1,
br2J.00,NA,3.97E+15,"Fragmin 15,000units/0.6ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 15,000units/0.6ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2H.,2080100,NA,Fragmin 18 000units/0.72ml solution for injection pre-fil...,,,,,,1,
br2H.00,NA,3.97E+15,"Fragmin 18,000units/0.72ml solution for injection pre-fil...",,,,,,1,
br2H.00,NA,3.97E+15,"Fragmin 18,000units/0.72ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 18,000units/0.72ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2j.00,NA,3.84E+15,"Fragmin 2,500units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 2,500units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2M.00,NA,1.76E+17,"Fragmin 25,000iu/ml Solution for injection (Pfizer Ltd)",,,,,,1,
NA,NA,3.72E+15,"Fragmin 5,000units/0.2ml solution for injection pre-fille...",,,,,,1,
br2k.00,NA,3.72E+15,"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
NA,NA,3.72E+15,"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2M.,2080100,NA,Fragmin 7 500units/0.3ml solution for injection pre-fille...,,,,,,1,
NA,02.08.01.00.00,NA,"Fragmin 7,500units/0.3ml solution for injection pre-filled syringes (Pfizer Ltd)",,,,,,1,
br2K.00,NA,3.97E+15,FRAGMIN GRADUATED SYRINGE inj soln 10000 iu/1ml,,,,,,1,
br2J.00,NA,3.97E+15,FRAGMIN inj soln 15000 iu/0.6ml,,,,,,1,
br2H.00,NA,3.97E+15,FRAGMIN inj soln 18000 iu/0.72ml,,,,,,1,
br2M.00,NA,1.76E+17,FRAGMIN inj soln 25000 iu/ml,,,,,,1,
br2j.00,NA,3.84E+15,FRAGMIN inj soln 2500iu/0.2ml,,,,,,1,
br2k.00,NA,3.72E+15,FRAGMIN inj soln 5000iu/0.2ml,,,,,,1,
NA,02.08.01.00.00,NA,FRAGMIN injection solution 25000 units/ml [PFIZER],,,,,,1,
br2K.00,NA,1.86E+17,FRAGMIN sterile soln 10000 iu/ml,,,,,,1,
br2j.00,NA,3.84E+15,FRAGMIN sterile soln 2500iu/0.2ml,,,,,,1,
br2k.00,NA,3.72E+15,FRAGMIN sterile soln 5000iu/0.2ml,,,,,,1,
NA,NA,1.86E+17,Heparin 10 iu/ml Flush solution,,,,,,1,
NA,NA,1.86E+17,HEPARIN flush soln 10 i.u./ml,,,,,,1,
NA,NA,1.86E+17,HEPARIN flush soln 10 units/ml,,,,,,1,
NA,02.08.01.00.00,NA,heparin flush solution 10 units/ml,,,,,,1,
NA,02.08.01.00.00,NA,heparin flush solution 100 units/ml,,,,,,1,
NA,02.08.01.00.00,NA,HEPARIN flush solution 50 units/5ml [WOCKHARDT],,,,,,1,
br11.00,NA,319572003,"Heparin sodium 1,000units/1ml solution for injection ampo...",,,,,,1,
NA,02.08.01.00.00,NA,Heparin sodium 200units/2ml I.V. flush solution ampoules (Wockhardt UK Ltd),,,,,,1,
NA,02.08.01.00.00,NA,Heparin sodium 200units/2ml patency solution ampoules,,,,,,1,
NA,02.08.01.00.00,NA,"Heparin sodium 5,000units/1ml solution for injection ampoules",,,,,,1,
NA,02.08.01.00.00,NA,"Heparin sodium 5,000units/5ml solution for injection ampoules",,,,,,1,
NA,02.08.01.00.00,NA,"Heparin sodium 5,000units/5ml solution for injection ampoules (LEO Pharma)",,,,,,1,
NA,02.08.01.00.00,NA,"Heparin sodium 5,000units/5ml solution for injection vials",,,,,,1,
br3..00,NA,1.48E+16,Heparin sodium 50units/5ml I.V. flush solution ampoules (...,,,,,,1,
NA,02.08.01.00.00,NA,Heparin sodium 50units/5ml I.V. flush solution ampoules (LEO Pharma),,,,,,1,
br3..00,NA,1.48E+16,Heparin sodium 50units/5ml I.V. flush solution ampoules (Wockhardt UK Ltd),,,,,,1,
NA,02.08.01.00.00,NA,Heparin sodium 50units/5ml I.V. flush solution ampoules (Wockhardt UK Ltd),,,,,,1,
br3..,71120000,NA,Heparin sodium 50units/5ml patency solution ampoules,,,,,,1,
br3..00,NA,4.03E+15,Heparin sodium 50units/5ml patency solution ampoules,,,,,,1,
NA,02.08.01.00.00,NA,Heparin sodium 50units/5ml patency solution ampoules,,,,,,1,
br3..,NA,4.03E+15,HEPARIN SODIUM flush soln 50 i.u./5ml,,,,,,1,
NA,20801,NA,Heparin Sodium I.V. Flush  Solution for injection  10 units/ml  5 ml ampoule,,,,,,1,
NA,02.08.01.00.00,NA,heparin sodium solution 10 units/ml,,,,,,1,
NA,02.08.01.00.00,NA,heparin sodium subcutaneous injection 25000 units/ml,,,,,,1,
NA,02.08.01.00.00,NA,HEPARIN solution 100 units/ml [LEO],,,,,,1,
NA,02.08.01.00.00,NA,HEP-FLUSH solution 100 units/ml [LEO],,,,,,1,
NA,02.08.01.00.00,NA,HEPLOK solution 10 units/ml [LEO],,,,,,1,
NA,02.08.01.00.00,NA,Hepsal 50units/5ml patency solution ampoules (Wockhardt UK Ltd),,,,,,1,
br33.00,NA,4.02E+15,HEPSAL soln 10 units/ml,,,,,,1,
br7R.00,NA,7.32E+16,"Innohep 10,000 IU/ml Injection (LEO Pharma)",,,,,,1,
NA,02.08.01.00.00,NA,"Innohep 10,000units/0.5ml solution for injection pre-filled syringes (LEO Pharma)",,,,,,1,
br7J.,2080100,NA,Innohep 14 000units/0.7ml solution for injection pre-fill...,,,,,,1,
br7J.00,NA,3.92E+15,"Innohep 14,000units/0.7ml solution for injection pre-fill...",,,,,,1,
br7J.00,NA,3.92E+15,"Innohep 14,000units/0.7ml solution for injection pre-filled syringes (LEO Pharma)",,,,,,1,
NA,02.08.01.00.00,NA,"Innohep 14,000units/0.7ml solution for injection pre-filled syringes (LEO Pharma)",,,,,,1,
NA,02.08.01.00.00,NA,"Innohep 16,000units/0.8ml solution for injection pre-filled syringes (LEO Pharma)",,,,,,1,
NA,NA,2.99E+17,"INNOHEP 18,000iu/0.9mL syringe",,,,,,1,
NA,02.08.01.00.00,NA,"Innohep 18,000units/0.9ml solution for injection pre-filled syringes (LEO Pharma)",,,,,,1,
br7Q.00,NA,4.12E+15,"Innohep 20,000units/2ml solution for injection vials (LEO...",,,,,,1,
NA,02.08.01.00.00,NA,"Innohep 4,500units/0.45ml solution for injection pre-filled syringes (LEO Pharma)",,,,,,1,
NA,02.08.01.00.00,NA,"Innohep 40,000units/2ml solution for injection vials (LEO Pharma)",,,,,,1,
br7R.00,NA,7.32E+16,INNOHEP inj 10000 IU/ml,,,,,,1,
br7K.00,NA,1.99E+17,INNOHEP inj 20000 iu/ml,,,,,,1,
br7D.00,NA,2.16E+17,INNOHEP O.5 ML AMPOULE INJ,,,,,,1,
bs11.00,NA,9.33E+14,Marevan  Tablets  1 mg,,,,,,1,
bs12.00,NA,2.84E+14,Marevan  Tablets  3 mg,,,,,,1,
bs13.00,NA,4.62E+14,Marevan  Tablets  5 mg,,,,,,1,
bs11.00,NA,9.33E+14,Marevan 1mg tablets (AMCo),,,,,,1,
NA,02.08.02.00.00,NA,Marevan 1mg tablets (AMCo),,,,,,1,
bs12.00,NA,2.84E+14,Marevan 3mg tablets (AMCo),,,,,,1,
NA,02.08.02.00.00,NA,Marevan 3mg tablets (AMCo),,,,,,1,
NA,02.08.02.00.00,NA,Marevan 500microgram tablets (AMCo),,,,,,1,
bs13.00,NA,4.62E+14,Marevan 5mg tablets (AMCo),,,,,,1,
NA,02.08.02.00.00,NA,Marevan 5mg tablets (AMCo),,,,,,1,
NA,02.08.01.00.00,NA,"Multiparin 125,000units/5ml solution for injection vials (Wockhardt UK Ltd)",,,,,,1,
br11.,NA,NA,NA,,,,,,1,
br2C.,NA,NA,NA,,,,,,1,
br2D.,NA,NA,NA,,,,,,1,
br2E.,NA,NA,NA,,,,,,1,
br2G.,NA,NA,NA,,,,,,1,
br2h.,NA,NA,NA,,,,,,1,
br2H.,NA,NA,NA,,,,,,1,
br2I.,NA,NA,NA,,,,,,1,
br2J.,NA,NA,NA,,,,,,1,
br2k.,NA,NA,NA,,,,,,1,
br2L.,NA,NA,NA,,,,,,1,
br2m.,NA,NA,NA,,,,,,1,
br2M.,NA,NA,NA,,,,,,1,
br2o.,NA,NA,NA,,,,,,1,
br2z.,NA,NA,NA,,,,,,1,
br3..,NA,NA,NA,,,,,,1,
br33.,NA,NA,NA,,,,,,1,
br61.,NA,NA,NA,,,,,,1,
br62.,NA,NA,NA,,,,,,1,
br63.,NA,NA,NA,,,,,,1,
br64.,NA,NA,NA,,,,,,1,
br65.,NA,NA,NA,,,,,,1,
br66.,NA,NA,NA,,,,,,1,
br67.,NA,NA,NA,,,,,,1,
br68.,NA,NA,NA,,,,,,1,
br69.,NA,NA,NA,,,,,,1,
br6A.,NA,NA,NA,,,,,,1,
br6B.,NA,NA,NA,,,,,,1,
br6C.,NA,NA,NA,,,,,,1,
br6y.,NA,NA,NA,,,,,,1,
br6z.,NA,NA,NA,,,,,,1,
br7E.,NA,NA,NA,,,,,,1,
br7F.,NA,NA,NA,,,,,,1,
br7G.,NA,NA,NA,,,,,,1,
br7J.,NA,NA,NA,,,,,,1,
br7M.,NA,NA,NA,,,,,,1,
br7P.,NA,NA,NA,,,,,,1,
br7S.,NA,NA,NA,,,,,,1,
bs12.,NA,NA,NA,,,,,,1,
bs14.,NA,NA,NA,,,,,,1,
bs15.,NA,NA,NA,,,,,,1,
bs16.,NA,NA,NA,,,,,,1,
bs17.,NA,NA,NA,,,,,,1,
bs18.,NA,NA,NA,,,,,,1,
bs19.,NA,NA,NA,,,,,,1,
bs1A.,NA,NA,NA,,,,,,1,
bs1C.,NA,NA,NA,,,,,,1,
bs21.,NA,NA,NA,,,,,,1,
bs23.,NA,NA,NA,,,,,,1,
bs36.,NA,NA,NA,,,,,,1,
bs41.,NA,NA,NA,,,,,,1,
bs43.,NA,NA,NA,,,,,,1,
bs4x.,NA,NA,NA,,,,,,1,
bs4y.,NA,NA,NA,,,,,,1,
bs4z.,NA,NA,NA,,,,,,1,
bs6z.,NA,NA,NA,,,,,,1,
bs72.,NA,NA,NA,,,,,,1,
NA,02.08.02.00.00,NA,Phenindione 10mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Phenindione 25mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Phenindione 25mg tablets (AMCo),,,,,,1,
NA,02.08.02.00.00,NA,Phenindione 50mg tablets,,,,,,1,
bs34.00,NA,319745009,PHENINDIONE tabs 10mg,,,,,,1,
bs35.00,NA,319746005,PHENINDIONE tabs 25mg,,,,,,1,
bs36.00,NA,319747001,PHENINDIONE tabs 50mg,,,,,,1,
NA,0208020N0AAACAC,NA,Phenindione TABS 50MG,,,,,,1,
NA,02.08.02.00.00,NA,Pradaxa 110mg capsules (Boehringer Ingelheim Ltd),,,,,,1,
NA,02.08.02.00.00,NA,Pradaxa 150mg capsules (Boehringer Ingelheim Ltd),,,,,,1,
bs41.00,NA,1.35E+16,Pradaxa 75mg capsules (Boehringer Ingelheim Ltd),,,,,,1,
NA,20802,NA,Rivaroxaban  Tablets  10 mg,,,,,,1,
NA,20802,NA,Rivaroxaban  Tablets  15 mg,,,,,,1,
NA,NA,NA,Rivaroxaban  Tablets  15 mg,,,,,,1,
NA,20802,NA,Rivaroxaban  Tablets  20 mg,,,,,,1,
NA,NA,NA,Rivaroxaban  Tablets  20 mg,,,,,,1,
NA,50.00.00.00.00,NA,rivaroxaban (form not specified),,,,,,1,
bs6z.,2080200,NA,Rivaroxaban 10mg tablets,,,,,,1,
bs6z.00,NA,1.43E+16,Rivaroxaban 10mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Rivaroxaban 10mg tablets,,,,,,1,
bs6y.,2080200,NA,Rivaroxaban 15mg tablets,,,,,,1,
bs6y.,NA,1.98E+16,Rivaroxaban 15mg tablets,,,,,,1,
bs6y.00,NA,1.98E+16,Rivaroxaban 15mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Rivaroxaban 15mg tablets,,,,,,1,
bs6w.,2080200,NA,Rivaroxaban 2.5mg tablets,,,,,,1,
bs6w.00,NA,2.78E+16,Rivaroxaban 2.5mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Rivaroxaban 2.5mg tablets,,,,,,1,
bs6x.,2080200,NA,Rivaroxaban 20mg tablets,,,,,,1,
bs6x.,NA,1.98E+16,Rivaroxaban 20mg tablets,,,,,,1,
bs6x.00,NA,1.98E+16,Rivaroxaban 20mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Rivaroxaban 20mg tablets,,,,,,1,
bs6z.00,NA,1.43E+16,RIVAROXABAN FC tab 10mg,,,,,,1,
bs21.00,NA,7.39E+14,Sinthrome 1mg tablets (Alliance Pharmaceuticals Ltd),,,,,,1,
bs21.00,NA,7.39E+14,Sinthrome 1mg tablets (Merus Labs Luxco S.a R.L.),,,,,,1,
NA,02.08.02.00.00,NA,Sinthrome 1mg tablets (Merus Labs Luxco S.a R.L.),,,,,,1,
bs21.00,NA,7.39E+14,Sinthrome 1mg tablets (Novartis Pharmaceuticals UK Ltd),,,,,,1,
bs21.00,NA,7.39E+14,SINTHROME TAB 1mg,,,,,,1,
NA,02.08.02.00.00,NA,SINTHROME tablets 1mg [ALLIANCE],,,,,,1,
bs21.00,NA,7.39E+14,SINTHROME tabs 1mg,,,,,,1,
NA,0208010W0AAAIAI,NA,Tinzaparin  Injection  14 000 units/0.7 ml syringe (20 000 units/ml),,,,,,1,
br7S.00,NA,3.25E+16,Tinzaparin 10000 IU/ml Injection,,,,,,1,
br7E.00,NA,319695003,TINZAPARIN inj 10000 i.u./0.5ml,,,,,,1,
br7S.00,NA,3.25E+16,TINZAPARIN inj 10000 IU/ml,,,,,,1,
br7F.00,NA,319696002,TINZAPARIN inj 14000 i.u./0.7ml,,,,,,1,
br7G.00,NA,319697006,TINZAPARIN inj 18000 i.u./0.9ml,,,,,,1,
br7S.00,NA,319708003,TINZAPARIN inj 2500 i.u./0.25ml,,,,,,1,
br7L.00,NA,319701009,TINZAPARIN inj 3500 i.u./0.35ml,,,,,,1,
br7B.00,NA,319692000,TINZAPARIN inj 40000 i.u./2ml,,,,,,1,
br7M.00,NA,319702002,TINZAPARIN inj 4500 i.u./0.45ml,,,,,,1,
br7E.00,NA,319695003,Tinzaparin injection 10000 i.u./0.5ml,,,,,,1,
br7S.00,NA,3.25E+16,TINZAPARIN injection 10000 IU/ml [4500iu dose s,,,,,,1,
NA,02.08.01.00.00,NA,tinzaparin injection 10000 units/ml,,,,,,1,
NA,02.08.01.00.00,NA,tinzaparin injection 20000 units/ml,,,,,,1,
br7L.00,NA,319701009,Tinzaparin injection 3500 i.u./0.35ml,,,,,,1,
